CADTH_GID,CRCSHH_GID,CESSH_GID,CRDT_GID,CRDTH_GID,CRFLH_GID,CROP_GID,CRLRH_GID,DFEEH_GID,CRRCH_GID,CRRP_GID,CRRPH_GID,TRGTH_GID,ACNT_GID,BACNT_GID,CRNC_GID,CLNT_GID,DACNT_GID,DEAL_GID,DEPT_GID,DOC_GID,DLCLH_GID,MGRACNTH_GID,DPOS_GID,OPU_GID,OPU7_GID,SEC_GID,EMPL_GID,BNK_GID,DPFLH_GID,MSG_GID,DDLH_GID,TRNS_GID,RSTRH_GID,BRANCH_GID,OPER_GID,ACOPL_GID,ACRSRV_GID,PAL_GID,DADD_GID,DCMT_GID,DEALH_GID,OOL_GID,CRT_GID,ACDLH_GID,CRTH_GID,CSFLH_GID,DAQH_GID,TROP_GID,TRNS_GID.1,PROD_GID,RSTR_GID,SYND_GID,SYNDH_GID,SNDCLH_GID,DFEE_GID
80170055,818927477,78264287,664857095,873708486,658312948,94919938,132270572,727916254,513197712,387087928,488224253,571277869,58999059850,24199463970,zuD,2312127180,102625653,96861534,41865764088,39316499852,783469306,22587272082,255552133,352347864,489888973,578816889,9055135371,2919345571,477945953,6093384154,21241467,7755219056,260223357,83111590394,9666964181,309330303,447218071,403910661,304149662,392654034,749825766,497883510,680114789,132984717,766398888,210746923,552578087,687472284,658185773,828100052,992552970,267192470,644203143,100922475,396329389
429719369,439929447,529196356,527786770,543237300,163623332,950607343,255709544,47330263,351743045,493425122,303545295,458104805,50538448417,29638251972,hAg,2653534263,174843841,790232571,46239212263,35989226557,830782803,26988526343,283971246,392288589,499728715,531542700,9805116623,2246807075,646353106,6465994633,997043419,7073128508,526173875,87158067270,9197414993,630880228,423521625,991301219,712244880,362596218,275529161,435173611,428818386,405071819,724543416,67767077,781876109,995713470,416279318,399653203,264052892,973253509,918025463,891442632,500325118
557937249,842726193,174512446,6149627,553786003,498860436,786703615,913550002,944416454,792531069,115271196,117761162,483518266,56395064738,28327537679,phO,2969279138,123419740,944408564,46038505237,30129115245,917627011,26541206208,203823971,358814272,439850098,582417385,9805116623,2054483284,482322421,6474891869,692328464,7083920538,827237044,82384409533,9873782548,716480943,260777887,769478746,235459110,736022643,733611035,169708224,42723408,609371124,439837990,616168276,838983100,45833817,477789833,623310129,273371779,918415877,629958026,745750354,190028787
8822510,962341120,707932387,894000878,995183394,317453504,35176040,303839409,321219960,37421672,731419886,406625295,957743746,59832920056,23763146665,OxX,2040211215,101142063,88485984,48886611593,33387644327,867398566,24601853494,228686116,325663658,482068467,543791766,9625468027,2558134280,875451512,6806371894,634006543,7483708303,911427517,84698348854,9960355650,115694624,532040954,996058580,674690662,709803964,338292949,976306225,144236328,762702111,770098778,634056786,81168734,582123861,966848719,140015496,568817596,453558455,978008412,998767013,845377437
332230654,8570951,523835380,616080441,535177951,736233966,993837634,706887033,607539308,960792740,127488951,11500747,711812901,53245682967,21265363857,iLk,2842950401,129018357,664868449,45219438454,37380311911,343866636,20249962160,247448488,327236916,489661474,565223930,9292704870,2591328840,91747512,6253113435,778592896,7963066736,874929984,82154313112,9089769291,583823113,300720850,52113645,816169745,712785308,127247075,991321605,766061894,345413264,213111602,316102926,562659808,507850205,488074084,345972858,284622706,475095693,458938731,28980636,288744626
373678412,37566314,937958531,326578092,220682286,968046606,251378042,355812141,820579190,412955566,874240132,69784865,576798157,55638979816,27519799070,oBV,2976960512,110721430,204008236,43490119302,37005699408,287013913,25730095124,292287481,374920674,469265334,533804323,9394204622,2109436627,146991495,6031862160,147114023,7387225505,465281305,83856065853,9215944136,854615774,370603263,657623357,588866234,179078625,915374032,592618573,191833776,988634628,563776959,969647269,994488804,559936100,692938454,422748342,621598570,41759040,897534431,113502265,715595457
931956364,613653382,733485078,255282715,68870560,616675673,699400716,582050306,635090575,809455658,462442142,330766647,379818006,52980876954,22760197521,YkO,2695079434,138441205,867025258,42242536605,37619571574,836451355,23921964623,269643531,366444013,407073030,531458528,9695079434,2942946376,592525407,6793372729,193193264,7308251783,827659993,86636695320,9449017389,326005529,856627192,556523232,55047709,554219485,405855045,964381082,787474759,697555295,919094910,84917880,248009628,690872323,255773418,681170197,860370518,680701333,469278563,490120112,612971441
708054413,12497677,517045041,502718603,229668712,679857196,180993995,771325951,590236355,273326072,990343451,499799444,718315407,52755156401,27184737631,CYm,2914679887,154694128,510578748,43807336926,31943865148,488662512,21835817764,256080814,388694112,496497524,561601414,9959243138,2271557541,197824715,6298954328,378282620,7325445230,101611973,85521821785,9358781233,879627619,442844382,596849006,917501065,47368486,130471189,302336132,688933291,91012366,921462298,478455233,17284580,780229244,949238877,738741419,214705194,845520235,602972586,257760004,602329410
264458675,362046036,871696317,803814190,52595306,90120542,716857569,168878471,516648,507871364,628380727,81026285,215322765,58040048537,21648273405,dPi,2808088896,130832675,564973313,40418272045,30878984401,513442686,25059848746,200660532,324307796,413370920,508004103,9139136731,2096022082,618839737,6417331123,163894805,7969656926,860697003,82055422148,9136575319,40800299,308376336,886120916,561275165,727192005,558595382,470852574,185197902,617857293,471790359,784149828,470777199,40415336,593477038,836408719,829754452,469061443,468293988,690923513,977684946
682184229,898790543,237679803,19232538,689054906,129453479,470631099,631506960,913993587,133627940,824884499,625284835,996894445,56247274816,24423620967,gRh,2083286134,144405830,893837064,43283833687,35062127266,791492694,21121710263,297074864,369127102,408679797,574545305,9983769013,2978621782,434561546,6274174663,700338110,7539880216,875003617,85428542807,9629658962,891143701,676300515,399451857,955024677,936482997,417523794,967621698,306667912,617826708,865216460,755969646,718365299,816449541,891185306,109395848,545181185,646602519,448963844,767793326,724708553
755682833,474498750,591430287,784523852,626618232,71918048,481921930,695664478,346837422,7361168,496351645,259118915,53235757,52820258087,24411913541,qTA,2983769013,156047835,345689714,41393206188,30040173113,882225904,28746999644,246022871,399607738,462214312,504645889,9204954223,2649191566,889485830,6886447857,731657392,7004976356,296839481,85528899646,9709660300,440923704,160973797,907099409,753621536,619620446,512928095,449567598,669440525,192352984,492341111,528816310,539127235,883891366,258586519,965323485,449687872,229431110,526018938,797640866,118311774
638488446,364135467,873322943,747058247,149835157,379401600,884401719,138815199,878011193,956239348,140212780,9073465,908164902,55306847648,25865300215,vAM,2805116623,194708097,932180469,45873143993,30619721717,261117294,23646494327,200822192,390173732,493064973,525631017,9808088896,2309514210,596776251,6935177759,556112031,7145711457,914631271,87081710151,9274793251,795724195,469095363,190050498,291299322,988833573,459368657,333208075,106705530,881756643,847966535,591682695,986574916,412832487,577564750,906251024,960790171,381998007,903862627,753479831,529723651
694417042,338713286,515459857,221982928,549475622,670854526,636383970,758707039,768710971,615815556,341788580,99309982,256684587,57956402814,25069964233,Qrv,2860960149,194046542,696143011,42140884020,36164296940,190560672,21607139347,202272862,354244426,465849604,547634750,9050732183,2989199986,389261305,6238124345,149894552,7340384658,553529706,84348294792,9712246130,462206710,265340045,904655858,369211263,751410863,120760320,216041591,626615817,591929179,407609697,497942685,639460498,612987722,249729676,87795675,946559477,698799740,879136255,623768000,951762458
961640888,588252192,358683332,625006006,567387626,31205262,147539051,551816010,492554792,339774572,156700492,240243667,216640732,53061756893,20287280685,uLF,2033629863,129930950,484826758,42042670354,31223595031,797475884,26027894118,204908210,329951080,448407333,569393167,9298483292,2719138922,576767624,6736291092,151577854,7147195377,950262225,86790825786,9197033041,631310156,362237658,887758446,652738695,961791106,8445927,811498202,47575708,110630257,195466810,192217581,867540832,612399533,178420764,594386380,708780084,364272997,217245171,439435132,309460482
958154870,65314378,49974765,600299447,24923960,479397278,463610558,489924326,163180475,515684768,425083398,444033304,485959095,50473873252,26142763504,UrG,2233879642,154420694,960897902,43143561356,35102160378,789407254,23142262638,236487268,392828568,499074859,568070833,9050732183,2222716936,530532787,6903945222,346841572,7540686713,345503541,84818205079,9918655246,503623422,906310646,420225898,890291441,826113659,410396051,147145161,940832095,634131504,651187116,432249531,269213700,238021828,57702296,776417133,221260461,488333789,719959254,260806148,965210052
710847756,72116601,177801567,267575026,60607879,144208030,882483569,526143903,315257252,829862433,269291369,494724799,780935294,57154232054,28939112791,Wei,2973786396,179752260,753555810,48266414770,31039852855,813176401,28356954322,267507166,368798558,434698540,591155696,9225097094,2010183702,97325243,6069112921,589140759,7124563076,571499337,83520640863,9255103446,32329676,439194288,995242980,104748940,321787497,429389163,470979335,416969823,335434275,304027362,543540914,637846581,771531725,884066081,929102089,368866571,59141987,372151577,37055232,135214846
89341015,663284985,879277609,207810143,376163682,730561479,692182242,315952988,53819952,141740349,80304360,678565925,623224850,55403552853,26466025233,TlG,2238574234,161354110,876431744,45144086934,31136706030,507976814,21631423291,218605033,347428194,446745031,595523229,9976960512,2365300883,755946184,6169089470,560782092,7142727407,893392134,81651055170,9449958137,55625139,431556387,436100935,117396226,75814061,85129952,360080515,540347287,956099447,955490453,526816030,734283760,64220598,757507474,668969809,94183087,298761464,483789096,37930191,128192293
666099089,884122059,556193910,995186539,468515289,289310925,321522982,562069728,865993236,909970065,393155616,804932623,605686092,53939066686,20935204848,Rle,2225097094,153352887,760915106,49183447704,34419498130,398735014,26643396235,286253101,384408406,439905356,530346891,9394204622,2194279886,783802601,6455215861,677107721,7748393214,435845133,82899532065,9273832458,362047992,371223089,858429565,372177806,914980473,408634184,587597374,313312818,680736674,226484345,500335009,505096490,651108424,896923255,58739926,136731108,406138592,90258493,85622077,139196228
204329935,61533448,36771165,911369484,274724822,528786179,639102362,265019444,554480264,894637942,694265554,598155441,754865709,50566626481,27966934460,PyB,2078690817,153713472,839425030,44872739328,30245864927,510455414,20441201340,294474400,307617247,491711318,527097162,9359115661,2076538798,130352854,6144895631,810166838,7801124341,35977810,80285734098,9446006863,704521895,721269364,692878378,752201171,961721775,444152502,687128214,581243106,972935736,922328327,935022114,220370101,340288233,114935655,871922997,122522124,82064912,193394447,255243838,263761422
880946795,73871327,101348893,690898872,921464294,30252644,590071832,318392215,23586917,401833939,110620385,1685090,606609932,52797748849,25255236741,lQi,2858187128,185750111,452687176,42071029303,30402573562,798076827,27420339576,299127117,375979184,484593085,518564147,9976960512,2253700449,22299640,6306056130,128516035,7146469313,580194682,84285370195,9414326813,887435851,880115555,989807563,999208881,764576639,426676266,438368755,355442960,264085417,160823954,280240103,542790805,373259921,65964245,891931517,491088916,505206787,612414543,170554845,815843629
435218717,110983774,168687890,397404105,879912767,818294854,110130544,309093740,878614113,452429736,377377379,170944390,477203394,54839331103,29909580527,ojV,2001857153,195469164,857794712,47183879841,30099622078,125971094,27710717623,253366575,304475957,463952273,523377689,9083286134,2765004507,463686694,6070392795,767140048,7730929428,989057178,85382534153,9903349881,497038997,366453862,997608226,994347015,963853343,307920149,820012359,897862780,988826510,710557034,513144743,588644763,15217013,497828316,363367943,206768898,606712249,779069321,782864387,387708030
758747808,910875879,709347006,290157407,36614897,807111962,499152069,945871123,909489223,543962199,736659461,457008333,971124076,52413283209,29870754693,ADx,2144491953,146704159,588518994,48804946687,30600777429,541140475,26560249597,264864491,395705818,457212675,505275818,9778135705,2696122511,910929004,6673415794,278881044,7866742664,338664779,80651838474,9471789827,848454160,380979398,572515856,929981273,189973019,116623325,470604847,285850010,704291941,540458856,554680763,544889522,3477985,272009015,589288194,516784128,451447185,170855197,580364831,904702456
51670084,553512711,914079827,520842369,575676187,398341713,92914072,335457480,772125515,80293735,717362853,642066061,200432618,58150071189,29722546669,ZFx,2050732183,188005922,254036525,48159842461,39289202814,897091455,28257861781,250552576,387393188,402673926,524582678,9078690817,2020078067,202392326,6646718265,326096580,7238375103,893775605,84789615817,9650632883,716082600,455561659,202951403,53462726,203620653,68797284,911914503,981350350,316796390,189445921,885022132,234181614,813344074,928407723,331929398,993816607,694480842,277521972,167301028,396079963
827824013,228552080,569200637,480063562,798539913,750140026,735116379,622469322,606333286,872242746,939519597,960655716,209124687,53524300859,23484122715,yUf,2359115661,182204751,687343855,48045998073,39818022406,996889393,26657128233,247335034,356582772,466352374,529461867,9233879642,2325393147,808314388,6065147826,42023577,7743968029,96674051,80183656072,9713257647,555206459,801250820,494502145,825866927,757985874,435872476,110951210,610084115,863518066,138640313,125072553,840178523,190058204,696477644,243150432,895413932,494633354,549236751,727154807,670647115
726482953,393351682,846525711,690934673,789350063,689513426,39762275,916398060,871875040,314907735,463624639,32211368,738777840,53596034094,27648343425,KWv,2988264396,175745856,736977455,44112811603,36822536299,361463574,27508409724,290857026,396512085,462060139,581314135,9162606626,2739708162,716725295,6215893888,432517522,7930211500,7447713,80514110776,9105629801,686619647,351697021,140867316,766578533,353279609,626685010,255595898,840212985,907969963,97895315,343282612,672916401,172127358,864940643,794654218,333479004,405442107,871122464,25302702,146422299
571003632,384791366,338263043,341817055,905483202,72546237,43334111,4720728,133861660,101830574,292653695,48312516,434604578,56031677498,29998863015,pRV,2321333116,173997470,821819715,46436323745,35307253761,464223764,22554283265,276349002,359951717,427738523,533631103,9070580870,2215528653,817905948,6476505895,8947324,7648018791,257552952,81776823441,9778626895,240491638,214973843,750076926,713835767,967709849,517928273,521184036,691589275,933947543,453684256,590383801,538550231,709079569,796650102,78826197,767420811,111401613,477287795,813457171,177326295
13634263,378876524,183047586,821581398,132699933,515065147,259664234,364655637,613833353,267621061,390652841,650843322,790516203,56771476610,29479600991,HmP,2368785109,189721909,908393109,46041507506,30558518717,354016484,20151345134,226232837,367889491,447525673,582638867,9394204622,2025221263,839706095,6057660009,688503682,7200264835,344692246,86749761094,9285102230,884796394,200065665,225136784,231991096,907122920,686453646,850370346,787949659,24726686,324145630,983640890,872681368,968009558,443336146,7325123,663780027,381504024,750060577,533445819,938020311
374678415,67186365,52872318,639547971,118259250,108838919,709045733,549130418,190784670,697216825,340199931,146902925,214670421,54937605455,21117222214,mOB,2778135705,162462986,889122331,46251555860,33044278851,457113744,21798141056,240584010,358888320,429158246,542778656,9144491953,2807844583,848378834,6607105129,83109817,7809123972,401262567,88418503338,9906794506,4858248,659276108,514485490,17765933,571304906,669693331,964795315,569778853,245738929,967400723,784787687,44835379,698718681,998318294,269370747,123341205,89572063,386598922,98880566,977954256
904783120,287336995,114135620,284368667,536168516,576739855,173272964,975451858,843667752,137661506,529627349,296538049,395661448,59168759434,25609953773,xNy,2394204622,195553638,542966416,48786449275,36296070330,647873942,25184170993,279427755,349688327,498132684,509543277,9083286134,2847721647,898595700,6747037211,892456645,7065034838,725387498,83468655308,9935372775,691351449,452253583,4885098,787083036,859947328,768293069,283345055,739796676,638139433,552564274,930095476,183466378,659224620,894844942,505545645,779432859,379372494,36284753,167271887,749845813
954492578,667252312,380998029,988823381,980118002,730460109,677506588,760876969,441387686,997194258,432995687,124575086,360120282,55423142261,27601974344,OjI,2068602776,195796575,692758235,41969247046,39280312253,439596562,24067840117,243924767,319224001,435013645,587498105,9170977119,2418944915,751623477,6702759143,47024971,7612521089,762084452,83827770074,9972379443,728605087,843493768,223893994,152167739,954257077,595515635,426279032,346711041,570018640,558093553,149601572,155328879,306457442,945757830,67671609,582287628,130599348,673444956,21578780,772738738
702905191,776941553,496707771,941459082,694185459,47836631,360060240,857372660,558963565,267524780,501215633,646569502,33065651,52663090731,29830900113,wDV,2493232041,112180691,170033588,40837190539,37856777535,85465061,27365604194,219663150,381921404,415992133,551394588,9808088896,2726018746,772547904,6810869917,932441547,7846111429,916274201,82068038273,9532251399,966688293,202655537,159271037,927718153,382231817,538319547,576327031,361016135,881140079,952094423,604776237,883876125,594682608,10379870,948288906,855605689,567693743,446024925,323449416,980401380
755866350,699271124,335071105,629654457,717685829,338348618,698294896,488549590,48069585,661713953,891545458,361939314,180449516,51515096160,24220700801,jRV,2139136731,166850769,954646194,44981507066,39674643909,294654098,24413581673,209221713,330386666,453743921,539876909,9055135371,2393473827,641615122,6784210571,303087722,7257880619,956042297,89929312437,9279759274,671574335,321503372,155608192,898170265,659644707,769048761,945355056,500464645,279115039,486947719,734853903,87849327,360863919,717446194,445239005,599602916,576653068,904993209,312916659,807468304
732203252,896638787,198958842,587277359,439700482,901436016,658549241,80971676,828689539,227741132,354736006,822072154,68826848,51216752126,24590711381,oRZ,2794748398,189041275,766344156,44709198791,34382811614,560834561,22550306297,232419141,360625986,460387975,559374304,9917478814,2239998110,645595073,6256635373,396746972,7965404680,215665542,84055803363,9341877180,877546648,290005115,905164219,331814247,5522748,543734726,722593651,46621669,506296936,285734654,678745218,820679548,724692688,696297646,365163934,523755311,312218558,964356967,216571651,604522960
383481247,352959905,951327996,826579835,614451280,699862857,628136071,48378209,241840962,776411054,948142352,863697237,846210109,51051420658,24566937037,lMc,2899981567,155823552,557395065,40212293703,32724414722,411526225,27787279609,255013089,376774181,442753940,534669588,9858187128,2550196908,984968829,6574312142,131969510,7948058590,966839463,80136961079,9370184182,843853013,74581123,361180377,941485093,619829852,741108805,175716089,671153718,367259828,52493705,895494922,857037608,981169063,41081572,838137716,208324926,531550799,35688097,899879246,885787899
77386733,126724103,688991438,454906954,715119488,438338390,703962131,628936759,358712026,22675848,662611735,340407764,971190978,52690219894,21540146293,eKa,2070580870,144428178,166133120,46753545114,34475403956,413304845,27891269034,213822345,338801811,497233373,573056718,9463490042,2317877252,496907880,6832343902,694760893,7132621081,878369911,86772815363,9580441987,280431002,310745366,158122462,487666970,534394168,842540717,841664908,944907508,893758394,84481672,330269399,200557987,162407706,32470965,481536577,247296562,830230269,42034602,823640967,252944851
889294134,204189633,448980907,28906184,542733526,833546800,821371163,840102969,190167688,188274219,704101927,253904782,857973597,51076681658,25357339220,pSj,2959243138,176502506,873248120,43998450600,37563069275,794873632,23123097711,207678033,311298747,407147399,562151962,9860960149,2514623618,459518504,6443184133,519434432,7659565676,129099046,82488086645,9178105226,18405672,490706403,456389868,365378057,82566694,261345897,985902960,11205370,764426598,340065835,417651155,938146177,375134958,215892438,889056905,928924360,272291112,866266384,133635518,856409896
228418213,298656852,18744833,661978762,614606858,463758947,166493419,917729701,113257584,474601700,461856154,504445343,514370794,58104022494,29452948084,pzF,2162606626,135585937,754153657,41461551011,34089472018,449732515,29551008556,228215426,391897326,449822600,502255159,9204954223,2167061326,756611108,6227293810,124896068,7906348705,339916131,87893042310,9863232483,359792102,851569263,997840633,370092062,844231857,61467815,509939815,928884088,3465290,476049458,469590060,661607730,283732001,926554769,733222984,77473955,557940043,774756847,279402049,857407129
330748070,329960924,528952402,124543705,600423258,611622684,43510959,485156689,217336337,260099938,54029094,690019004,533405075,52934142870,23880659330,rMb,2917478814,104801085,583831737,48155349333,30326526025,151096789,23820207508,223814401,316331334,428361155,577962373,9070580870,2899507363,434573797,6593431865,175870663,7114047106,604006126,89397618907,9198250306,192355204,240048298,405463025,896997173,713399620,555827640,971975871,119264794,709277828,313456771,376072976,746980624,884729100,235695760,15439995,658820060,272540734,207950515,671109662,613320824
431447075,398206782,24784549,852402881,520945880,914674034,911702756,310806196,524246104,662251434,659616250,261222098,351910496,58254899807,29656649094,GnY,2298483292,121853266,29608336,47479675105,39780163821,575189010,21376442684,264894779,306175129,451689495,561728978,9162606626,2324567217,92713189,6585179705,934746322,7413617176,689155004,87852064855,9007262880,495431571,819123688,259787919,758845883,412310816,808162390,776537414,86490890,768796908,996478645,87036353,449731692,944646314,610164925,608056825,551174091,582901836,208076463,972493246,127255048
793810980,564648113,920298685,305281479,806243641,567452176,221543988,506478959,994459652,387576174,858838249,652423468,674991107,55518271718,26690150375,lGo,2625468027,169107496,912409289,49132935299,38970265962,755435820,26186068968,226714011,306144127,415159184,599280061,9139136731,2431832160,831311681,6729232925,709297878,7524882271,676421021,86699575348,9456246605,425527347,761765397,86672299,29583317,822559482,668733869,523406149,989650022,340633984,172136215,332259191,48844931,475714688,870480316,345127826,497304437,821341330,876093045,133802267,123536388
861728298,561062844,983579435,34651186,395943413,805663189,920094594,271103444,350253723,238309865,484775023,728149738,134167050,57738074059,20654506052,Btz,2672975731,120089593,566680420,44730448508,34262960659,761343875,21074682488,220494305,376002379,441545361,555548809,9917478814,2391542165,8512343,6231898122,644009572,7058720629,225971325,84313555381,9198217063,278638628,526173367,611308101,537340328,281121015,503252157,581876232,924822726,438893704,593593196,706244432,120101933,808474912,826250075,839897300,905050880,478626149,520518262,521554351,181957197
768391312,188167879,24451603,553303412,235031585,521643721,455799230,512212442,878608737,546981823,263904798,347145837,951115630,50112668112,27376483320,Oot,2846778305,164056186,117115171,40245359255,39227931287,149433636,26078620968,233501666,320889311,437753483,549774461,9292704870,2316830367,800902112,6372724071,206261895,7877810739,541795625,85962204211,9125381670,771602274,301213884,733484717,667416619,293168647,19092306,735698509,254222997,13987824,861759731,281966131,509316373,109351003,831991205,173528500,690452936,335257720,270938333,581235626,629061692
921208421,582426286,333469316,668208726,129699255,344677849,286499891,799376124,608533831,376384999,554862641,844649351,844677994,54072581165,20077569565,uiK,2298148534,199262853,692581581,41029148406,30476610975,820504783,28366375567,276850478,370680336,437970056,524527760,9204954223,2776992039,484602557,6584452060,311347996,7646240954,434893340,85092509932,9798837442,322896170,488980359,430335279,391939729,492200867,819889404,169277178,474683288,392264213,703923457,392823000,125259626,887129996,528857301,644341236,244244464,461016574,161962788,308098892,318538609
283704264,481121729,253624626,533803963,500881429,729256192,891144559,355183307,918419611,297588456,551277476,561847128,193551570,59636073711,22731071806,uiQ,2007928284,185724113,211747419,45720483818,33378753283,998430626,27815965564,291968065,319120135,410647992,576532787,9394204622,2241604438,876541459,6246726156,905108279,7149157534,758053784,88661872407,9952520558,549800647,896646873,625192362,739604335,740430026,419379930,249185755,36764277,362004691,645091126,938392516,891004108,767932901,796992108,113532855,174080831,576808829,559635018,981042522,715751149
43989436,477285563,431986961,413852572,690587292,407578147,795045553,830542634,539806445,651731027,81893770,861159070,904513306,59332007792,29047329128,knB,2204112582,197082889,541485687,47508190358,39761480141,725641513,20491022315,294728602,350638481,473239433,502596385,9805116623,2486315000,979884306,6486345704,924678851,7677582637,35844396,88276320942,9097316797,847032530,893349325,47595969,435199732,300315797,298730961,716956757,582526321,222629934,623739388,444653955,578861374,952217694,826002179,397067921,787656687,708384272,667336559,455785318,756659015
